half_window,metric,break_date,delta_pp
189,us_trade_share,2022-12-15,2.1238831024111393
189,us_trade_share,2022-12-22,2.28100788123502
189,us_trade_share,2022-12-30,2.957405589699208
189,us_trade_share,2023-01-09,3.1884516906593885
189,us_trade_share,2023-01-17,3.226216271104698
189,us_trade_share,2023-01-24,3.142715276407726
189,us_trade_share,2023-01-31,3.522856263841817
189,us_trade_share,2023-02-07,3.4445047031745224
189,us_trade_share,2023-02-14,3.439355269144845
189,us_trade_share,2023-02-22,3.563067332433445
189,us_trade_share,2023-03-01,3.568216766463123
189,us_trade_share,2023-03-08,3.5783644914506416
189,us_trade_share,2023-03-15,3.5783644914506416
189,us_trade_share,2023-03-22,3.583352377643778
189,us_trade_share,2023-03-30,3.3362626830090445
189,us_trade_share,2023-04-06,3.4129523770367376
189,us_variance_share,2022-10-12,3.922991562557404
189,us_variance_share,2022-10-19,5.487751959451348
189,us_variance_share,2022-10-26,5.427247646656558
189,us_variance_share,2022-11-02,5.427247646656558
189,us_variance_share,2022-11-09,5.870345392183252
189,us_variance_share,2022-11-16,6.194490689515525
189,us_variance_share,2022-11-23,6.550826676275068
189,us_variance_share,2022-12-01,6.880757499591494
189,us_variance_share,2022-12-08,6.880757499591494
189,us_variance_share,2022-12-15,6.841975830285069
189,us_variance_share,2022-12-22,6.7862817660959305
189,us_variance_share,2022-12-30,7.058190624383586
189,us_variance_share,2023-01-09,7.00487279211448
189,us_variance_share,2023-01-17,6.924769356204469
189,us_variance_share,2023-01-24,6.385046530961969
189,us_variance_share,2023-01-31,7.1784289088263895
189,us_variance_share,2023-02-07,6.622717568251385
189,us_variance_share,2023-02-14,6.302034331729728
189,us_variance_share,2023-02-22,6.385046530961969
189,us_variance_share,2023-03-01,6.583012019394752
189,us_variance_share,2023-03-08,6.622717568251385
189,us_variance_share,2023-03-15,6.46514996687198
189,us_variance_share,2023-03-22,6.560074263069837
189,us_variance_share,2023-03-30,5.4078200785681485
189,us_variance_share,2023-04-06,5.45106716927738
189,us_abs_return_share,2022-10-12,1.5302540086054806
189,us_abs_return_share,2022-10-19,1.5302540086054806
189,us_abs_return_share,2022-10-26,1.5174880373741262
189,us_abs_return_share,2022-11-02,1.6083631676652832
189,us_abs_return_share,2022-11-09,1.9275368542819415
189,us_abs_return_share,2022-11-16,2.049630478410369
189,us_abs_return_share,2022-11-23,2.2202049863584925
189,us_abs_return_share,2022-12-01,2.4805107843616723
189,us_abs_return_share,2022-12-08,2.255145234598194
189,us_abs_return_share,2022-12-15,2.4097866689344105
189,us_abs_return_share,2022-12-22,2.122599968767064
189,us_abs_return_share,2022-12-30,2.4097866689344105
189,us_abs_return_share,2023-01-09,2.59653284876209
189,us_abs_return_share,2023-01-17,2.5147251551535854
189,us_abs_return_share,2023-01-24,2.0613462587356746
189,us_abs_return_share,2023-01-31,2.354038159687671
189,us_abs_return_share,2023-02-07,2.112966887669904
189,us_abs_return_share,2023-02-14,1.9132700417159254
189,us_abs_return_share,2023-02-22,1.8869302844742697
189,us_abs_return_share,2023-03-01,2.046536772671781
189,us_abs_return_share,2023-03-08,2.077732545617855
189,us_abs_return_share,2023-03-15,2.077732545617855
189,us_abs_return_share,2023-03-22,2.077732545617855
189,us_abs_return_share,2023-03-30,1.6820919566760073
189,us_abs_return_share,2023-04-06,1.8337191826307608
