metric,pretrend_beta_pp,pretrend_p,post_level_beta_pp,post_level_p,post_slope_beta_pp,post_slope_p
us_volume_share,1.1110024112075627,0.3476278444818546,2.3839023557683263,0.11133501268439906,-0.7660134423815579,0.3314845957707059
us_trade_share,1.674538336219036,0.054097909728835644,2.0135090853251296,0.1508021632071219,0.7276481521471895,0.2991446491123694
us_variance_share,4.100584790525433,0.039034714683284455,-1.387300212229281,0.5859523073958476,-0.7046150371752491,0.5795206975914997
us_abs_return_share,2.1564487639605714,0.014657244898357825,-0.4022569899436293,0.7274604267366029,-0.6496913270237131,0.2654538904706142
