x,metric,beta_log_ratio,std_error,ratio_change_pct,ci_low_pct,ci_high_pct,p_value,n,hac_maxlags,controls
log_turnover,lr_volume,0.07004916180456977,0.02058767441249391,7.256090898790735,3.014268312781576,11.672579180590192,0.000667771076057609,501,10,linear_time;quadratic_time;weekday_fixed_effects
log_turnover,lr_trades,-0.0020384486791903238,0.018544030836733824,-0.20363724536808236,-3.7657390817872005,3.4903154451226825,0.9124690227987855,501,10,linear_time;quadratic_time;weekday_fixed_effects
log_turnover,lr_variance,0.011273196340887543,0.03076838672116039,1.1336978268828402,-4.785014097082008,7.420326108831543,0.7140748776445902,501,10,linear_time;quadratic_time;weekday_fixed_effects
log_turnover,lr_abs_return,0.023527246978651165,0.013131258904835331,2.380619599216205,-0.22075801776098025,5.049818592380184,0.07318139584375047,501,10,linear_time;quadratic_time;weekday_fixed_effects
log_abs_flow,lr_volume,0.017707678745850386,0.016791605811895857,1.7865389209254845,-1.5088873363266808,5.192227250798065,0.291628706324478,501,10,linear_time;quadratic_time;weekday_fixed_effects
log_abs_flow,lr_trades,-0.0055888585081084,0.014590806411677214,-0.557326989277207,-3.360907181844275,2.327587388731178,0.7016903081961576,501,10,linear_time;quadratic_time;weekday_fixed_effects
log_abs_flow,lr_variance,0.00815465787027087,0.03220554358007697,0.8187997655992207,-5.348476048329198,7.387921100625494,0.8001085263173117,501,10,linear_time;quadratic_time;weekday_fixed_effects
log_abs_flow,lr_abs_return,0.007792481608701218,0.011392258988714795,0.7822922010898514,-1.4431203411137794,3.0579545178412992,0.49396538483336205,501,10,linear_time;quadratic_time;weekday_fixed_effects
